Item Code,Item Name,Profile Name,Item Type,UNIT WEIGHT,U.O.M (NAME),U.O.M (SYMBOL),BRAND,BRAND SECTOR,MANUFACTURER,Category,Sub-Category,Generic Name,Formulation,Route,Instructions,Packing Quantity,Preferred Supplier,Order Category,UNIT PURCHASE PRICE,UNIT SALE PRICE,PACK PURCHASE PRICE,PACK SALE PRICE,STATUS,REORDER POINT,UNIT LOCATION
OPT.,OPTREX EYE LOTION,DRUGS,Eye/ear/nose Drops,0,Ml,Ml,OPTREX EYE LOTION,OPTREX EYE LOTION,SANOFI PASTEUR,Anti Allergic Drops,Allergic Drugs,DISTILLED WITCH HAZEL B.P.C 13.0% V/V,Eye Drops,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,594,870,594,594,Active,,
ORC GEL,Orclen Gel,DRUGS,Gel,0,Ml,Ml,Orclen Gel,Orclen Gel,SANOFI PASTEUR,Antiseptic Mouth Wash,Analgesic,Choline salicylate,Gel,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,110,270,110,110,Active,,
ORELOX,ORELOX 200MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,ORELOX 200MG TABS,ORELOX 200MG TABS,GLAXOSMITHKLINE,Antibiotic,Antibacterial,CEFPODOXIME,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,125.91,200,125.91,125.91,Active,,
OTOR,OTOREX EAR DROPS,DRUGS,NASAL SPRAY/DROPS,0,Ml,Ml,OTOREX EAR DROPS,OTOREX EAR DROPS,GLAXOSMITHKLINE,Wax Dissolver Ear Drops,Non - Specific,Chlorobutanol 5Mg,Ear Drops,Other(Specify),,1,GLAXOSMITHKLINE,Drugs,174,385,174,174,Active,,
OTRIVIN 0.1%,OTRIVIN 0.1% 10ML,DRUGS,Eye/ear/nose Drops,0,Ml,Ml,OTRIVIN 0.1% 10ML,OTRIVIN 0.1% 10ML,GLAXOSMITHKLINE,Eye Antibiotic Drops,Anti-allergy,Xylometazoline Hcl 0.1%,ENT Drops,Other(Specify),,1,NJIMIA PHARMACEUTICALS,Drugs,375,685,375,375,Active,,
OXY ADULT,"MASK,OXYGEN,ADULT",SURGICALS,Consumables,0,Pieces,Pieces,"MASK,OXYGEN,ADULT","MASK,OXYGEN,ADULT",NJIMIA PHARMACEUTICALS,Surgical,Specific,OXYGEN MASK,Other(Specify),Other(Specify),,1,NJIMIA PHARMACEUTICALS,Surgical,60,210,60,60,Active,,
OXY PAEDE,"MASK,OXYGEN,CHILD",SURGICALS,Consumables,0,Pieces,Pieces,"MASK,OXYGEN,CHILD","MASK,OXYGEN,CHILD",NJIMIA PHARMACEUTICALS,Surgical,Unknown,OXYGEN MASK,Other(Specify),Other(Specify),,1,NJIMIA PHARMACEUTICALS,Surgical,60,210,60,60,Active,,
PAC,PARACETAMOL INJ 150MG/ML 2ML,DRUGS,Injection,0,Mg,Mg,PARACETAMOL INJ 150MG/ML 2ML,PARACETAMOL INJ 150MG/ML 2ML,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,PACIMOL,Injection,IM,,1,NJIMIA PHARMACEUTICALS,Drugs,23.9,250,23.9,23.9,Active,,
PAC. INJ,PARACETAMOL INJECTION/CC,DRUGS,Injection,0,Ml,Ml,PARACETAMOL INJECTION/CC,PARACETAMOL INJECTION/CC,SANOFI PASTEUR,Analgesic/Antipyretic,Analgesic,Paracetamol,Injection,IM,,1,GLAXOSMITHKLINE,Drugs,15,20,15,15,Active,,
PAEDE NEB,"MASK,PAEDE, NEBULISER",SURGICALS,Surgical,0,Pieces,Pieces,"MASK,PAEDE, NEBULISER","MASK,PAEDE, NEBULISER",SANOFI PASTEUR,Surgical,Instrument,MASK NEBULISER,Other(Specify),Other(Specify),,1,NJIMIA PHARMACEUTICALS,Surgical,71,180,71,71,Active,,
PAN,PANTOCID 40MG INJ,DRUGS,Injection,0,Mg,Mg,PANTOCID 40MG INJ,PANTOCID 40MG INJ,SANOFI PASTEUR,Anti-Stomach Ulcer,Antiacidity & Antiflatulence,PANTOPRAZOLE,Injection,IM,,1,GLAXOSMITHKLINE,Drugs,561,845,561,561,Active,,
PANDOL BABY,PANADOL BABY AND INFANT SUSP 100ML,DRUGS,Suspension,0,Ml,Ml,PANADOL BABY AND INFANT SUSP 100ML,PANADOL BABY AND INFANT SUSP 100ML,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,PARACETAMOL 120MG/5ML,Suspension,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,275,540,275,275,Active,,
PANTOCID,PANTOCID 40MG,DRUGS,Tablets/capsules,0,Mg,Mg,PANTOCID 40MG,PANTOCID 40MG,GLAXOSMITHKLINE,Anti-Acid,Antiacidity & Antiflatulence,PANTOPRAZOLE,Tablets,PO,,50,NJIMIA PHARMACEUTICALS,Drugs,55.2,90,55.2,55.2,Active,,
PAR EXTRA,PANADOL EXTRA,DRUGS,Tablets/capsules,0,Mg,Mg,PANADOL EXTRA,PANADOL EXTRA,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,Paracetamol,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,4.27,10,4.27,4.27,Active,,
PAR SYR,Paracet Syp(Gen)60Mls,DRUGS,Suspension,0,N/a,N/a,Paracet Syp(Gen)60Mls,Paracet Syp(Gen)60Mls,NJIMIA PHARMACEUTICALS,Analgesic/Antipyretic,Accesories,,,,,1,,Drugs,0,150,0,0,Inactive,,
PARA-DENK SUPP,PARA-DENK 250MG SUPPOSITORY,DRUGS,Suppositories,0,Mg,Mg,PARA-DENK 250MG SUPPOSITORY,PARA-DENK 250MG SUPPOSITORY,NJIMIA PHARMACEUTICALS,Analgesic/Antipyretic,Analgesic,Paracetamol,Other(Specify),PR,,10,KAM PHARMACY,Drugs,31.73,60,31.73,31.73,Active,,
PARA. 500,paracetamol 500mg tabs,DRUGS,Tablets/capsules,0,Mg,Mg,paracetamol 500mg tabs,paracetamol 500mg tabs,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,Paracetamol,Tablets,PO,,1,GLAXOSMITHKLINE,Drugs,2,5,2,2,Active,,
PAROL,PAROL SUSPENSION 250MG/5ML,DRUGS,Suspension,0,Ml,Ml,PAROL SUSPENSION 250MG/5ML,PAROL SUSPENSION 250MG/5ML,SANOFI PASTEUR,Analgesic/Antipyretic,Analgesic,PARACETAMOL 250MG/5ML,Suspension,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,166.5,280,166.5,166.5,Active,,
PC 500,POWERCEF 500MGS INJECTION,DRUGS,Injection,0,Mg,Mg,POWERCEF 500MGS INJECTION,POWERCEF 500MGS INJECTION,SANOFI PASTEUR,Antibiotic,Antibacterial,Cefriaxone,Injection,IV,,1,AGA KHAN,Drugs,0,0,0,0,Active,,
PC1000,POWERCEF 1000 MGS INJECTION,DRUGS,Injection,0,Mg,Mg,POWERCEF 1000 MGS INJECTION,POWERCEF 1000 MGS INJECTION,SANOFI PASTEUR,Antibiotic,Antibacterial,Cefriaxone,Injection,IM,,1,AGA KHAN,Drugs,203,550,203,203,Active,,
PEN,PENAMOX 250 MGS CAPS,DRUGS,Tablets/capsules,0,Mg,Mg,PENAMOX 250 MGS CAPS,PENAMOX 250 MGS CAPS,GLAXOSMITHKLINE,Antibiotic,Antibacterial,Amoxicillin,CAPSULES,PO,,1,GLAXOSMITHKLINE,Drugs,5,15,5,5,Active,,
PEN. 500,penamox 500 mg,DRUGS,Tablets/capsules,0,Mg,Mg,penamox 500 mg,penamox 500 mg,GLAXOSMITHKLINE,Antibiotic,Antibacterial,Amoxicillin,CAPSULES,PO,,1,GLAXOSMITHKLINE,Drugs,6.3,15,6.3,6.3,Active,,
PHEN,PHENOBARBITONE INJ 100MG,DRUGS,Injection,0,Mg,Mg,PHENOBARBITONE INJ 100MG,PHENOBARBITONE INJ 100MG,GLAXOSMITHKLINE,N/A,Anti-convulsant,PHENOBARBITAL SODIUM,Injection,IM,,1,NJIMIA PHARMACEUTICALS,Drugs,240,385,240,240,Active,,
PHYSIO,PHYSIOGEL BODY LOTION 200ML,DRUGS,Lotion,0,Ml,Ml,PHYSIOGEL BODY LOTION 200ML,PHYSIOGEL BODY LOTION 200ML,NJIMIA PHARMACEUTICALS,N/A,Scar & Repair Agent,PHYSIOGEL,LOTION,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,783.11,1300,783.11,783.11,Active,,
PIR SYR,Piriton Syp 100Mls,DRUGS,Suspension,0,N/a,N/a,Piriton Syp 100Mls,Piriton Syp 100Mls,NJIMIA PHARMACEUTICALS,Antihistamine,Accesories,Chlorpheniramine Maleate,Syrup,PO,,1,GLAXOSMITHKLINE,Drugs,264,510,264,264,Active,,
Pla SUR ,Plain Catgut(210) ,DRUGS,Surgical,0,N/a,N/a,Plain Catgut(210) ,Plain Catgut(210) ,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
POLIO,POLIOMYELITIS VACCINE,DRUGS,Solution,0,Ml,Ml,POLIOMYELITIS VACCINE,POLIOMYELITIS VACCINE,SANOFI PASTEUR,Vaccine,Unknown,ORAL POLIO,SOLUTION,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,500,1000,500,500,Active,,
PONSTAN,PONSTAN* FORTE,DRUGS,Tablets/capsules,0,Mg,Mg,PONSTAN* FORTE,PONSTAN* FORTE,SANOFI PASTEUR,Antispasmodic,Anti-spasmodic,MEFENAMIC ACID,Tablets,PO,,50,NJIMIA PHARMACEUTICALS,Drugs,24.12,40,24.12,24.12,Active,,
PRE E/DROPS,Prednisolone E/Drops,DRUGS,Eye/ear/nose Drops,0,N/a,N/a,Prednisolone E/Drops,Prednisolone E/Drops,SANOFI PASTEUR,Eye Steroid Drops,Accesories,Prednisolone Acetate 1%+Benzalkonium Cloride 0.01%,,,,1,,Drugs,73,150,73,73,Active,,
PRE SUR,Presept Tabs 2.5Mg,DRUGS,Surgical,0,N/a,N/a,Presept Tabs 2.5Mg,Presept Tabs 2.5Mg,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,20.05,0,20.05,20.05,Active,,
PRED. SYP,Predsol syrup,DRUGS,syrup,0,Ml,Ml,Predsol syrup,Predsol syrup,GLAXOSMITHKLINE,Anti-Allergic/Anti-Anaphylactic,Allergic Drugs,Prednisolone,Syrup,PO,,1,KAM PHARMACY,Drugs,378,650,378,378,Active,,
PREG,PREGNACARE,DRUGS,Tablets/capsules,0,N/a,N/a,PREGNACARE,PREGNACARE,GLAXOSMITHKLINE,Supplements,Haematinics,PREGNACARE,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,21,40,21,21,Active,,
PREV,PREVNAR-13,DRUGS,Vaccine,0,Ml,Ml,PREVNAR-13,PREVNAR-13,NJIMIA PHARMACEUTICALS,Vaccine,Unknown,Pneumonia Vaccine,Injection,IM,,1,NJIMIA PHARMACEUTICALS,Drugs,3964,6360,3964,3964,Active,,
PRIM,PRIMOLUT N 5MG,DRUGS,Tablets/capsules,,Mg,Mg,PRIMOLUT N 5MG,PRIMOLUT N 5MG,NJIMIA PHARMACEUTICALS,N/A,Anti-spasmodic,NORETHISTERONE 5MG,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,28.5,50,28.5,28.5,Active,,
PRO. SYP,PROXIMEXA SUSPENSION 250MGS/5ML,DRUGS,Suspension,0,Ml,Ml,PROXIMEXA SUSPENSION 250MGS/5ML,PROXIMEXA SUSPENSION 250MGS/5ML,GLAXOSMITHKLINE,Antibiotic,Antibacterial,cefuroxime Axetil,Suspension,PO,,1,GLAXOSMITHKLINE,Drugs,467,1180,467,467,Active,,
PROB N E/DROPS,Probeta N E/Drops,DRUGS,Eye/ear/nose Drops,0,N/a,N/a,Probeta N E/Drops,Probeta N E/Drops,SANOFI PASTEUR,Eye/Ear Antibiotic/Steroid Drops,Accesories,Neomycin 0.5%+Betamethasone 0.1%,,,,1,GLAXOSMITHKLINE,Drugs,52,200,52,52,Active,,
PROX 500,Proximexa 500mg tabs,DRUGS,Tablets/capsules,0,Mg,Mg,Proximexa 500mg tabs,Proximexa 500mg tabs,SANOFI PASTEUR,Antibiotic,Antibacterial,cefuroxime Axetil,Tablets,PO,,10,,Drugs,24.7,185,24.7,24.7,Active,,
PROXI 250MG,PROXIMEXA 250MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,PROXIMEXA 250MG TABS,PROXIMEXA 250MG TABS,SANOFI PASTEUR,Antibiotic,Antibacterial,cefuroxime Axetil,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,19.2,55,19.2,19.2,Active,,
PYLO,PYLOTRIP KIT,DRUGS,Tablets/capsules,0,Mg,Mg,PYLOTRIP KIT,PYLOTRIP KIT,GLAXOSMITHKLINE,Anti-Acid,Anti-acidity,lansoprazole 30mg/amoxicillin 500mg/clarithromycin 500mg,Tablets,PO,,7,NJIMIA PHARMACEUTICALS,Drugs,738,1500,738,738,Active,,
PYNSTOP,PYNSTOP,DRUGS,Tablets/capsules,0,Mg,Mg,PYNSTOP,PYNSTOP,GLAXOSMITHKLINE,Analgesic,Analgesic,CAFFEINE/CODEINE/DOXY/PARA,Tablets,PO,,20,NJIMIA PHARMACEUTICALS,Drugs,6.6,20,6.6,6.6,Active,,
R/B,Robidom-SR Capsules,DRUGS,Tablets/capsules,0,Mg,Mg,Robidom-SR Capsules,Robidom-SR Capsules,GLAXOSMITHKLINE,Anti-Acid,Antacid & Anti-ulcer,Rabeprazole and domperidone,Tablets,PO,,1,AGA KHAN,Drugs,50.67,80,50.67,50.67,Active,,
RAN.INJ 50MG,RANITIDINE INJECTION 50MG/2ML,DRUGS,Injection,0,Ml,Ml,RANITIDINE INJECTION 50MG/2ML,RANITIDINE INJECTION 50MG/2ML,NJIMIA PHARMACEUTICALS,Anti-Stomach Ulcer,Antacid & Anti-ulcer,,Injection,IV,,1,NJIMIA PHARMACEUTICALS,Drugs,17.7,100,17.7,17.7,Active,,
RANF,RANFERON SYR 200MLS,DRUGS,Mixture/Syrup,0,Ml,Ml,RANFERON SYR 200MLS,RANFERON SYR 200MLS,NJIMIA PHARMACEUTICALS,Haematinic,Haematinics,RANFERON 200ML SYR,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,203,450,203,203,Active,,
REL SYR,Relcer Gel 180Mls,DRUGS,Suspension,0,N/a,N/a,Relcer Gel 180Mls,Relcer Gel 180Mls,GLAXOSMITHKLINE,Anti-Acid,Accesories,Aluminium Hydroxide+Simethicone 100Mg+Magnesium Hydroxide,Gel,PO,,1,GLAXOSMITHKLINE,Drugs,203,450,203,203,Active,,
RELE  E/DROPS1134,Relestat E/Drops,DRUGS,Eye/ear/nose Drops,0,N/a,N/a,Relestat E/Drops,Relestat E/Drops,SANOFI PASTEUR,Anti Allergic Drops,Accesories,Epinastin Hcl 0.5Mg+Benzalkonium,Eye Drops,Other(Specify),,1,NJIMIA PHARMACEUTICALS,Drugs,1134,1900,1134,1134,Active,,
REMIDIN,REMIDIN M/WASH,DRUGS,Solution,0,Ml,Ml,REMIDIN M/WASH,REMIDIN M/WASH,SANOFI PASTEUR,N/A,Non - Specific,CHLORHEXIDINE,ORAL SOLUTION,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,183,450,183,183,Active,,
RH.DENK,RHEUMADENK GEL,DRUGS,Gel,0,G,G,RHEUMADENK GEL,RHEUMADENK GEL,SANOFI PASTEUR,Analgesic,Analgesic,ETOFENAMATE,Gel,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,315.7,600,315.7,315.7,Active,,
RHIM,Rhinathiol Syrup Expectorant,DRUGS,syrup,0,Ml,Ml,Rhinathiol Syrup Expectorant,Rhinathiol Syrup Expectorant,GLAXOSMITHKLINE,Cough Syrup,Expectorant,carboceistein promethazine,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,522.3,820,522.3,522.3,Active,,
RHINATHIOL,RHINATHIOL INFANT SYRUP 125MLS,DRUGS,Mixture/Syrup,0,Ml,Ml,RHINATHIOL INFANT SYRUP 125MLS,RHINATHIOL INFANT SYRUP 125MLS,GLAXOSMITHKLINE,Cough Syrup,Anti-tussives,CARBOCISTEINE,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,348,640,348,348,Active,,
RHINO,rhinocort aqua,DRUGS,Accessories,0,Mcg,Mcg,rhinocort aqua,rhinocort aqua,GLAXOSMITHKLINE,Nasal Decongestants,Corticosteroids,BUDESONIDE,SPRAY,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,1340,2380,1340,1340,Active,,
Rhumetiod test kits,Rhumetiod test kits,PATHOLOGY,OTHERS,0,Pieces,Pieces,Rhumetiod test kits,Rhumetiod test kits,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,77,0,77,77,Active,,
RINACET,CETRIZINE HYDROCHLORIDE,DRUGS,Mixture/Syrup,0,Ml,Ml,CETRIZINE HYDROCHLORIDE,CETRIZINE HYDROCHLORIDE,NJIMIA PHARMACEUTICALS,Antihistamine,Antihistamine,Cetrizine Hydrochloride,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,32,100,32,32,Active,,
ROTARIX,ROTARIX,DRUGS,Vaccine,0,Ml,Ml,ROTARIX,ROTARIX,GLAXOSMITHKLINE,Vaccine,Unknown,rotarix,Injection,IM,,1,SANOFI PASTEUR,Drugs,2247.57,3500,2247.57,2247.57,Active,,
SALINE DROPS,NASI SALINE DROPS,DRUGS,NASAL SPRAY/DROPS,0,Ml,Ml,NASI SALINE DROPS,NASI SALINE DROPS,SANOFI PASTEUR,Antihistamine,Antihistamine,normal saline drops,ENT Drops,Other(Specify),,1,NJIMIA PHARMACEUTICALS,Drugs,38,100,38,38,Active,,
SAN,hand sanitiser,SURGICALS,OTHERS,0,N/a,N/a,hand sanitiser,hand sanitiser,SANOFI PASTEUR,N/A,Accesories,Water Based Lubricant,,,,1,GLAXOSMITHKLINE,Surgical,105,200,105,105,Active,,
Sca SUR ,Scalp Vein G21 ,DRUGS,Surgical,0,N/a,N/a,Scalp Vein G21 ,Scalp Vein G21 ,SANOFI PASTEUR,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
Sca SUR ,Scalp Vein G23 ,DRUGS,Surgical,0,N/a,N/a,Scalp Vein G23 ,Scalp Vein G23 ,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
Sca SUR ,Scalp Vein G25 ,DRUGS,Surgical,0,N/a,N/a,Scalp Vein G25 ,Scalp Vein G25 ,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
SCHERI,SCHERIPROCT SUPPOSITORIES,DRUGS,Suppositories,0,Mg,Mg,SCHERIPROCT SUPPOSITORIES,SCHERIPROCT SUPPOSITORIES,GLAXOSMITHKLINE,Stimulant Laxative,Antihaemorrhoidals,SCHERIPROCT SUPPOSITORIES,Other(Specify),PR,,12,NJIMIA PHARMACEUTICALS,Drugs,49.9,90,49.9,49.9,Active,,
SEC,SECNIDAZOLE 1GM,DRUGS,Tablets/capsules,0,G,G,SECNIDAZOLE 1GM,SECNIDAZOLE 1GM,NJIMIA PHARMACEUTICALS,Anti Protozoa,Anti Protozoal Drugs,SECNIDAZOLE,Tablets,PO,,2,NJIMIA PHARMACEUTICALS,Drugs,15.5,100,15.5,15.5,Active,,
SEPTRIN DS,COTRIMOXAZOLE 960MG,DRUGS,Tablets/capsules,0,Mg,Mg,COTRIMOXAZOLE 960MG,COTRIMOXAZOLE 960MG,NJIMIA PHARMACEUTICALS,Antibiotic,Antibacterial,COTRIMOXAZOLE 960MG,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,2.32,10,2.32,2.32,Active,,
SER,SERETIDE 50/250MCG,DRUGS,Inhaler,0,Mcg,Mcg,SERETIDE 50/250MCG,SERETIDE 50/250MCG,GLAXOSMITHKLINE,N/A,Non - Specific,SALMETEROL/FLUTICASONE PROPIONATE,Evohaler,Other(Specify),,1,NJIMIA PHARMACEUTICALS,Drugs,1598,2550,1598,1598,Active,,
SHA OTH,Sharp Boxes,DRUGS,Surgical,0,N/a,N/a,Sharp Boxes,Sharp Boxes,SANOFI PASTEUR,Surgical,Accesories,,,,,1,,Drugs,200,300,200,200,Active,,
SHAN,Shanvac B Vaccine,DRUGS,Vaccine,0,Ml,Ml,Shanvac B Vaccine,Shanvac B Vaccine,SANOFI PASTEUR,Vaccine,Hepatitis Vaccine,Hepatitis B,Injection,IM,,1,SANOFI PASTEUR,Drugs,638,1900,638,638,Active,,
SHAN. (M),Shanvac B (m),DRUGS,Vaccine,0,Ml,Ml,Shanvac B (m),Shanvac B (m),SANOFI PASTEUR,Vaccine,Hepatitis Vaccine,Hepatitis B,Injection,IM,,1,SANOFI PASTEUR,Drugs,410,1900,410,410,Active,,
SIL SUR,Flamax cream,DRUGS,Surgical,0,N/a,N/a,Flamax cream,Flamax cream,GLAXOSMITHKLINE,Burn Cream,Accesories,Silver Sulphadiazine 1%,Cream,Topical,,1,,Drugs,119,250,119,119,Active,,
SIL SUR S,Burn Cream 250mgs,DRUGS,Surgical,0,N/a,N/a,Burn Cream 250mgs,Burn Cream 250mgs,GLAXOSMITHKLINE,Burn Cream,Accesories,Silver Sulphadiazine 1%,Cream,Topical,,1,GLAXOSMITHKLINE,Drugs,111,450,111,111,Active,,
SOLVIN 120ML,SOLVIN PLUS 120ML,DRUGS,syrup,0,Ml,Ml,SOLVIN PLUS 120ML,SOLVIN PLUS 120ML,GLAXOSMITHKLINE,Cough Syrup,Decongestants,BROMHEXINE HCL/PSEUDOEPHEDRINE HCL,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,150,250,150,150,Active,,
SOLVIN 60ML,SOLVIN PLUS 60ML,DRUGS,syrup,0,Ml,Ml,SOLVIN PLUS 60ML,SOLVIN PLUS 60ML,NJIMIA PHARMACEUTICALS,Cough Syrup,Decongestants,BROMHEXINE HCL/PSEUDOEPHEDRINE HCL,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,100,150,100,100,Active,,
Sona Wires-Nicrome Wire,Sona Wires-Nicrome Wire,PATHOLOGY,OTHERS,0,Pieces,Pieces,Sona Wires-Nicrome Wire,Sona Wires-Nicrome Wire,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
SPU,Sputum Containers,PATHOLOGY,OTHERS,0,Pieces,Pieces,Sputum Containers,Sputum Containers,GLAXOSMITHKLINE,N/A,Non - Specific,,,,,1,,Pathology,7,0,7,7,Active,,
Staining rack for sink,Staining rack for sink,PATHOLOGY,OTHERS,0,Pieces,Pieces,Staining rack for sink,Staining rack for sink,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,143.2,0,143.2,143.2,Active,,
Ste SUR ,Sterile Swabs Sticks ,DRUGS,Surgical,,N/a,N/a,Sterile Swabs Sticks ,Sterile Swabs Sticks ,SANOFI PASTEUR,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
Ste SUR Pc,Sterile Eye Pads Pc,DRUGS,Surgical,0,N/a,N/a,Sterile Eye Pads Pc,Sterile Eye Pads Pc,SANOFI PASTEUR,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
STILNOX,STILNOX 10MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,STILNOX 10MG TABS,STILNOX 10MG TABS,GLAXOSMITHKLINE,N/A,Anti-migraine,ZOLPIDEM TARTRATE,Tablets,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,36,60,36,36,Active,,
STREP.,STREPSILS,DRUGS,Tablets/capsules,0,G,G,STREPSILS,STREPSILS,GLAXOSMITHKLINE,Anti-Inflammatory,Analgesic,"2,4-DICHLOROBENZYL ALCOHOL AMYLMETACRESOL",Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,0,10,0,0,Active,,
STROX,CIPROFLOXACIN 500MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,CIPROFLOXACIN 500MG TABS,CIPROFLOXACIN 500MG TABS,GLAXOSMITHKLINE,Antibiotic,Antibacterial,Ciprofloxacin,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,3.5,35,3.5,3.5,Active,,
STU,STUGERON 25 MGS,DRUGS,Tablets/capsules,0,Mg,Mg,STUGERON 25 MGS,STUGERON 25 MGS,NJIMIA PHARMACEUTICALS,N/A,Chemicals,Cinnarizium,Tablets,PO,,1,SANOFI PASTEUR,Drugs,10.44,20,10.44,10.44,Active,,
SUCRAFIL 100ML,SUCRAFIL O GEL 100ML,DRUGS,Suspension,0,Ml,Ml,SUCRAFIL O GEL 100ML,SUCRAFIL O GEL 100ML,NJIMIA PHARMACEUTICALS,Anti-Acid,Antacid & Anti-ulcer,SUCRALFATE/OXETACAINE,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,80,210,80,80,Active,,
SUP,Suprapen 500mgs Caps,DRUGS,Tablets/capsules,0,Mg,Mg,Suprapen 500mgs Caps,Suprapen 500mgs Caps,GLAXOSMITHKLINE,Antibiotic,Antibacterial,amoxycillin/flucloxacillin,CAPSULES,PO,,1,GLAXOSMITHKLINE,Drugs,50.6,80,50.6,50.6,Active,,
SUPP001,Adol Paracet Supp. 125Mg,DRUGS,Suppositories,0,N/a,N/a,Adol Paracet Supp. 125Mg,Adol Paracet Supp. 125Mg,SANOFI PASTEUR,Antipyretic/Analgesic,Accesories,Paracetamol,Tablets,PR,,10,MACNAUGHTON LIMITED,Drugs,8.4,40,8.4,8.4,Active,,
SUPPO,RECTAL SUPPOSITORY,DRUGS,Rectal Solution,0,Mg,Mg,RECTAL SUPPOSITORY,RECTAL SUPPOSITORY,SANOFI PASTEUR,Antibiotic,Antibacterial,,,,,5,KAM PHARMACY,Drugs,35.8,75,35.8,35.8,Active,,
SUR SUR,Surgical Spirit,DRUGS,Surgical,0,Ml,Ml,Surgical Spirit,Surgical Spirit,SANOFI PASTEUR,Surgical,Accesories,,,,,5,,Drugs,789,1300,789,789,Active,,
SUR00,Normal Saline 500Mls,DRUGS,Surgical,0,N/a,N/a,Normal Saline 500Mls,Normal Saline 500Mls,GLAXOSMITHKLINE,Surgical,Accesories,Sodium Chloride,SOLUTION,IV,,1,,Drugs,36,100,36,36,Active,,
SUR001,Crepe Bandage 6,DRUGS,Surgical,0,N/a,N/a,Crepe Bandage 6,Crepe Bandage 6,GLAXOSMITHKLINE,Surgical,Accesories,crepe bandage,,,,1,,Drugs,52,100,52,52,Active,,
SUR002,Crepe Bandage 4,DRUGS,Surgical,0,N/a,N/a,Crepe Bandage 4,Crepe Bandage 4,GLAXOSMITHKLINE,Surgical,Accesories,crepe bandage,,,,1,GLAXOSMITHKLINE,Drugs,39,100,39,39,Active,,
SUR003,Crepe Bandage 2,DRUGS,Surgical,0,N/a,N/a,Crepe Bandage 2,Crepe Bandage 2,NJIMIA PHARMACEUTICALS,Surgical,Accesories,crepe bandage,,,,1,,Drugs,19,60,19,19,Active,,
SUR004,Elastoplast(100),DRUGS,Surgical,0,N/a,N/a,Elastoplast(100),Elastoplast(100),NJIMIA PHARMACEUTICALS,Surgical,Accesories,Elastoplast,Other(Specify),Other(Specify),,1,,Drugs,0,5,0,0,Active,,
SUR005,Giving Set(ADULT),DRUGS,Surgical,0,N/a,N/a,Giving Set(ADULT),Giving Set(ADULT),GLAXOSMITHKLINE,Surgical,Accesories,GIVING SET,,,,1,,Drugs,10,100,10,10,Active,,
